id,compound_word,word1,word2,sandhi_type,rule_id
12007,वेदनाऽस्ति,वेदना,अस्ति,vowel,15265.0
12008,स विद्वान्,सः,विद्वान्,visarga,15267.0
12009,सङ्गमवाप्य,सङ्गम्,अवाप्य,consonant,15271.0
12010,सन्तुष्टश्च,सन्तुष्टः,च,visarga,15272.0
12011,विद्वानपि,विद्वान्,अपि,consonant,15273.0
12012,चत्वरमधिष्ठाय,चत्वरम्,अधिष्ठाय,consonant,15277.0
12013,स व्याघ्रनखः,सः,व्याघ्रनखः,visarga,15279.0
12014,चतुर्थो दिवसः,चतुर्थः,दिवसः,visarga,15281.0
12015,स प्रहारः,सः,प्रहारः,visarga,15283.0
12016,त्वथैव,तु,अथ,vowel,15284.0
12017,धन्योऽसि,धन्यः,असि,visarga,15285.0
12018,मणिकारो नास्ति,मणिकारः,नास्ति,visarga,15286.0
12019,योऽस्य,यः,अस्य,visarga,15287.0
12020,स विस्मितः,सः,विस्मितः,visarga,15288.0
12021,तेनेदृशः,तेन,ईदृशः,vowel,15289.0
12022,रत्नमिदम्,रत्नम्,इदम्,consonant,15290.0
12023,गिरोवाच,गिरा,उवाच,vowel,15292.0
12024,कृताऽस्ति,कृता,अस्ति,vowel,15296.0
12025,स नैजं,सः,नैजं,visarga,15297.0
12026,हीरस्तु,हीरः,तु,visarga,15300.0
12027,स पुनरुवाच,सः,पुनः,visarga,15301.0
12028,यो हीरः,यः,हीरः,visarga,15303.0
12029,त्वेष,तु,एषः,vowel,15304.0
12030,कृतमस्ति,कृतम्,अस्ति,consonant,15306.0
12031,अतोऽसौ,अत,असौ,vowel,15308.0
12032,माभूः,मा,अभूः,vowel,15309.0
12033,निश्चिन्तो भव,निश्चिन्तः,भव,visarga,15310.0
12034,एष रोगः,एषः,रोगः,visarga,15311.0
12035,एष रोगो रोगो नापीडयत्,एषः,रोगः,consonant,15315.0
12036,नापीडयत्,न,अपीडयत्,vowel,15316.0
12037,उत्पत्तिर्न,उत्पत्तिः,न,visarga,15317.0
12038,सोऽनेन,सः,अनेन,visarga,15318.0
12039,पुरुषोऽस्ति,पुरुषः,अस्ति,visarga,15320.0
12040,साधूक्तम्,साधु,उक्तम्,vowel,15321.0
12041,करोत्वसौ,करोति,असौ,vowel,15322.0
12042,कठोर आदेशः,कठोरः,आदेशः,visarga,15323.0
12043,किञ्चिद् उक्त्वा,किञ्चित्,उक्त्वा,consonant,15326.0
12044,पतित्वैव,पतित्वा,एव,vowel,15328.0
12045,यद् भव्यं,यत्,भव्यं,consonant,15331.0
12046,कौतुकमिह,कौतुकम्,इह,consonant,15332.0
12047,सहचरोऽभवत्,सहचरः,अभवत्,visarga,15333.0
12048,प्रातरुद्यानं,प्रातः,उद्यानं,visarga,15334.0
12049,तेनेदं,तेन,इदं,vowel,15336.0
12050,एष समाचारः,एषः,समाचारः,visarga,15337.0
12051,ज्ञातमभवत्,ज्ञातम्,अभवत्,consonant,15338.0
12052,स्वयमसौ,स्वयम्,असौ,consonant,15339.0
12053,एष पणोऽपि,एषः,पणः,visarga,15340.0
12054,पणोऽपि,पणः,अपि,visarga,15341.0
12055,सन्तोषो नास्ति,सन्तोषः,नास्ति,visarga,15345.0
12056,महीपालोऽपि,महीपालः,अपि,visarga,15347.0
12057,कथमतिमात्रं,कथम्,अतिमात्रं,consonant,15348.0
12058,लब्ध्वाऽपि,लब्ध्वा,अपि,vowel,15349.0
12059,लोभस्तु,लोभः,तु,visarga,15351.0
12060,विचित्यैव,विचित्य,एव,vowel,15353.0
12061,अन्याऽप्येका,अन्या,अपि,vowel,15355.0
12062,तद्‌ गृहम्,तत्,गृहम्,consonant,15356.0
12063,स पुरोहितः,सः,पुरोहितः,visarga,15357.0
12064,आचरणमपि,आचरणम्,अपि,consonant,15358.0
12065,ममानुजं,मम,अनुजं,vowel,15360.0
12066,यद् नववधूः,यत्,नववधूः,consonant,15362.0
12067,सज्जाऽभवत्,सज्जा,अभवत्,vowel,15363.0
12068,सुताऽसि,सुता,असि,vowel,15364.0
12069,स युवा,सः,युवा,visarga,15366.0
12070,यावन्नायाति,यावत्,न,consonant,15371.0
12071,स एवम्,सः,एवम्,visarga,15373.0
12072,यो मया,यः,मया,visarga,15374.0
12073,स उद्विग्नः,सः,उद्विग्नः,visarga,15376.0
12074,तादृशो मल्लो मल्लो नास्ति,तादृशः,मल्लः,visarga,15377.0
12075,स त्वं,सः,त्वं,visarga,15379.0
12076,नैषा,न,एषा,vowel,15380.0
12077,तद् ‌गृहं,तत्,गृहं,consonant,15383.0
12078,यद् भैरवः,यत्,भैरवः,consonant,15385.0
12079,देवोऽस्ति,देवः,अस्ति,visarga,15386.0
12080,देवो भैरवः,देवः,भैरवः,visarga,15387.0
12081,आहतो भूत्वा,आहतः,भूत्वा,visarga,15388.0
12082,शक्तोऽसि,शक्तः,असि,visarga,15391.0
12083,नृपतिरुवाच,नृपतिः,उवाच,visarga,15393.0
12084,घ्रात्वाऽवगतं,घ्रात्वा,अवगतं,vowel,15394.0
12085,स प्राह,सः,प्राह,visarga,15395.0
12086,इदमुद्यानं,इदम्,उद्यानं,consonant,15396.0
12087,द्वारमुल्लंघ्य,द्वारम्,उल्लंघ्य,consonant,15398.0
12088,तद् राष्ट्रं,तत्,राष्ट्रं,consonant,15402.0
12089,नृपस्तदा,नृपः,तदा,visarga,15404.0
12090,पर्वतो नास्ति,पर्वतः,नास्ति,visarga,15407.0
12091,अप्यवदत्,अपि,अवदत्,vowel,15408.0
12092,ततोऽधिकम्,ततः,अधिकम्,visarga,15409.0
12093,कश्चिद् विप्रः,कश्चित्,विप्रः,consonant,15410.0
12094,राघवोऽवदत्,राघवः,अवदत्,visarga,15411.0
12095,छिद्रमपि,छिद्रम्,अपि,consonant,15413.0
12096,स्यूतो मया,स्यूतः,मया,visarga,15415.0
12097,तदाऽसौ,तदा,असौ,vowel,15420.0
12098,सन्नुवाच,सन्,उवाच,consonant,15424.0
12099,एष स्यूतोऽपि,एषः,स्यूतः,visarga,15426.0
12100,स्यूतोऽपि,स्यूतः,अपि,visarga,15427.0
12101,सौचिकोऽवदत्,सौचिकः,अवदत्,visarga,15429.0
12102,स शुकः,सः,शुकः,visarga,15431.0
12103,यदेष कीरः,यत्,एषः,consonant,15433.0
12104,ममातीव,मम,अतीव,vowel,15434.0
12105,प्रियोऽस्ति,प्रियः,अस्ति,visarga,15435.0
12106,यद्येष कथमपि,यदि,एषः,consonant,15436.0
12107,अन्यो वा,अन्यः,वा,visarga,15437.0
12108,तस्मादन्यः,तस्मात्,अन्यः,consonant,15440.0
12109,एष शुकस्तु,एषः,शुकः,visarga,15441.0
12110,शुकस्तु,शुकः,तु,visarga,15442.0
12111,कथमेवम्,कथम्,एवम्,consonant,15444.0
12112,प्रसन्नोऽभवत्,प्रसन्नः,अभवत्,visarga,15448.0
12113,प्रियोऽप्यसौ,प्रियः,अपि,consonant,15449.0
12114,शनैरियं,शनैः,इयं,visarga,15450.0
12115,स भोजनम्,सः,भोजनम्,visarga,15452.0
12116,नूनमेष,नूनम्,एष,consonant,15453.0
12117,यतो मया,यतः,मया,visarga,15454.0
12118,खिन्न इव,खिन्नः,इव,visarga,15458.0
12119,यो बालकः,यः,बालकः,visarga,15463.0
12120,शुचि विमलं,शुचिः,विमलं,visarga,15465.0
12121,रोषो हर्षः,रोषः,हर्षः,visarga,15466.0
12122,प्रीतिर्यत्र,प्रीतिः,यत्र,visarga,15467.0
12123,कीदृशो विवादः,कीदृशः,विवादः,visarga,15469.0
12124,विवादो नास्ति,विवादः,नास्ति,visarga,15470.0
12125,एकतरोऽवदत्,एकतरः,अवदत्,visarga,15471.0
12126,अपरोऽवदत्,अपरः,अवदत्,visarga,15472.0
12127,चावेक्ष्य,च,अवेक्ष्य,vowel,15475.0
12128,स धन्योऽस्ति,सः,धन्यः,visarga,15476.0
12129,स समाजः,सः,समाजः,visarga,15478.0
12130,यत्रौदार्यं,यत्र,औदार्यं,vowel,15479.0
12131,श्रुतश्च,श्रुतः,च,visarga,15480.0
12132,ममैष विचारः,मम,एषः,consonant,15482.0
12133,भूपतिरपि,भूपतिः,अपि,visarga,15483.0
12134,तत्परो नागच्छति,तत्परः,न,consonant,15485.0
12135,नृपस्तं,नृपः,तं,visarga,15487.0
12136,नृपोऽपश्यत्,नृपः,अपश्यत्,visarga,15489.0
12137,कष्टमापन्नः,कष्टम्,आपन्नः,consonant,15490.0
12138,असन्तुष्टस्तु,असन्तुष्टः,तु,visarga,15491.0
12139,स वृद्धं,सः,वृद्धं,visarga,15492.0
12140,स कृषकः,सः,कृषकः,visarga,15494.0
12141,अन्यो वृद्धः,अन्यः,वृद्धः,visarga,15495.0
12142,परमयमस्ति,परम्,अयम्,consonant,15496.0
12143,सम्यग् न,सम्यक्,न,consonant,15497.0
12144,अयमाशयोऽसति,अयम्,आशयः,consonant,15498.0
12145,मधुरश्च,मधुरः,च,visarga,15499.0
12146,जानन्तीदं,जानन्ति,इदं,vowel,15507.0
12147,दत्तो यद्युपहारः,दत्तः,यदि,consonant,15512.0
12148,यद्युपहारः,यदि,उपहारः,vowel,15513.0
12149,स्याद्यदि,स्यात्,यदि,consonant,15514.0
12150,पेटिकाऽस्ति,पेटिका,अस्ति,vowel,15516.0
12151,सिक्तोऽभवत्,सिक्तः,अभवत्,visarga,15519.0
12152,चातुर्यमधिकृत्य,चातुर्यम्,अधिकृत्य,consonant,15521.0
12153,धरण्येषा,धरणी,एषा,vowel,15522.0
12154,रत्नगर्भेति,रत्नगर्भा,इति,vowel,15523.0
12155,सत्यमुक्तं,सत्यम्,उक्तं,consonant,15524.0
12156,वचो निशम्य,वचः,निशम्य,visarga,15527.0
12157,इतस्ततो वियति,इतस्ततः,वियति,visarga,15528.0
12158,किञ्चिदुक्तम्,किञ्चित्,उक्तम्,consonant,15529.0
12159,तदादिष्टः,तदा,आदिष्टः,vowel,15530.0
12160,भवदादिष्टम्,भवत्,आदिष्टम्,consonant,15531.0
12161,विलक्षणोऽसि,विलक्षणः,असि,visarga,15532.0
12162,पण्डितो जनः,पण्डितः,जनः,visarga,15533.0
12163,वृष्टिर्जाता,वृष्टिः,जाता,visarga,15537.0
12164,सुधीर्नासौ,सुधीः,न,consonant,15539.0
12165,इदमन्तरेण,इदम्,अन्तरेण,consonant,15541.0
12166,सहसोत्थाय,सहसा,उत्थाय,vowel,15543.0
12167,एष पुरस्कारः,एषः,पुरस्कारः,visarga,15545.0
12168,फलमवश्यं,फलम्,अवश्यं,consonant,15548.0
12169,दण्डोऽधिकः,दण्डः,अधिकः,visarga,15549.0
12170,तृतीयोऽवदत्,तृतीयः,अवदत्,visarga,15551.0
12171,चतुर्थोऽवदत्,चतुर्थः,अवदत्,visarga,15552.0
12172,पञ्चमोऽवदत्,पञ्चमः,अवदत्,visarga,15553.0
12173,श्वोऽहं,श्वः,अहं,visarga,15555.0
12174,ततोऽपरेण,ततः,अपरेण,visarga,15557.0
12175,धृष्टोऽयम्,धृष्टः,अयम्,visarga,15558.0
12176,तत्परो भव,तत्परः,भव,visarga,15559.0
12177,क आदेशो आदेशो मया,कः,आदेशः,visarga,15560.0
12178,किमिदानीं,किम्,इदानीं,consonant,15561.0
12179,लाभो न,लाभः,न,visarga,15562.0
12180,खिन्नोऽस्मि,खिन्नः,अस्मि,visarga,15567.0
12181,ममाश्वासनं,मम,आश्वासनं,vowel,15570.0
12182,क्रुधाऽवदत्,क्रुधा,अवदत्,vowel,15571.0
12183,किमादिष्टं,किम्,आदिष्टं,consonant,15574.0
12184,भूपालोऽपि,भूपालः,अपि,visarga,15575.0
12185,ईदृशो जनश्चेत्,ईदृशः,जनः,visarga,15577.0
12186,जनश्चेत्,जनः,चेत्,visarga,15578.0
12187,एष नगरं,एषः,नगरं,visarga,15579.0
12188,पुनर्जीवनं,पुनः,जीवनं,visarga,15580.0
12189,स एकाकी,सः,एकाकी,visarga,15583.0
12190,कश्चिदवदत्,कश्चित्,अवदत्,consonant,15588.0
12191,कश्चिद् दुर्जनो दुर्जनो वा,कश्चित्,दुर्जनः,consonant,15591.0
12192,सुजनो वा,सुजनः,वा,visarga,15592.0
12193,दुर्जनश्च,दुर्जनः,च,visarga,15593.0
12194,इदमहं,इदम्,अहं,consonant,15595.0
12195,यो जनः,यः,जनः,visarga,15596.0
12196,वयमधुनैव,वयम्,अधुना,consonant,15597.0
12197,एष विधिरपि,एषः,विधिः,visarga,15599.0
12198,विधिरपि,विधिः,अपि,visarga,15600.0
12199,ब्राह्मणोऽवदत्,ब्राह्मणः,अवदत्,visarga,15601.0
12200,यद् ब्राह्मणः,यत्,ब्राह्मणः,consonant,15605.0
12201,ततस्तेनाऽसौ,ततः,तेन,consonant,15607.0
12202,चिरादपि,चिरात्,अपि,consonant,15610.0
12203,द्वारमपि,द्वारम्,अपि,consonant,15612.0
12204,तत्रोपविष्टः,तत्र,उपविष्टः,vowel,15613.0
12205,नरस्तेन,नरः,तेन,visarga,15614.0
12206,निःसारितो मनुजः,निःसारितः,मनुजः,visarga,15615.0
12207,तान्त्रिकश्च,तान्त्रिकः,च,visarga,15616.0
12208,प्रयत्नो विधेयः,प्रयत्नः,विधेयः,visarga,15619.0
12209,कश्चिद् धनवान्,कश्चित्,धनवान्,consonant,15620.0
12210,प्रबुद्धोऽभवत्,प्रबुद्धः,अभवत्,visarga,15624.0
12211,उपस्थितोऽभवत्,उपस्थितः,अभवत्,visarga,15625.0
12212,उद्विग्नो बालकोऽसौ,उद्विग्नः,बालकः,visarga,15628.0
12213,बालकोऽसौ,बालकः,असौ,visarga,15629.0
12214,परिव्राजकस्तत्र,परिव्राजकः,तत्र,visarga,15630.0
12215,स तत्रातिष्ठत्,सः,तत्र,consonant,15631.0
12216,तत्रातिष्ठत्,तत्र,अतिष्ठत्,vowel,15632.0
12217,बालकोऽपि,बालकः,अपि,visarga,15633.0
12218,स तमुवाच,सः,तम्,consonant,15634.0
12219,प्रतिश्यायो भवति,प्रतिश्यायः,भवति,visarga,15637.0
12220,चपलश्च,चपलः,च,visarga,15638.0
12221,प्रत्युत्पन्नमतिश्च,प्रत्युत्पन्नमतिः,च,visarga,15640.0
12222,किमिदमाचरितं,किम्,इदम्,consonant,15641.0
12223,प्रवेशो लब्धः,प्रवेशः,लब्धः,visarga,15642.0
12224,भूपतिस्तं,भूपतिः,तं,visarga,15646.0
12225,यद् ततः,यत्,ततः,consonant,15650.0
12226,शिष्यो नास्ति,शिष्यः,नास्ति,visarga,15653.0
12227,महात्मोवाच,महात्मा,उवाच,vowel,15659.0
12228,योऽधिकं,यः,अधिकं,visarga,15661.0
12229,एतावद् उत्कृष्टम्,एतावत्,उत्कृष्टम्,consonant,15665.0
12230,अवमानो नास्ति,अवमानः,नास्ति,visarga,15669.0
12231,ततो महीपालः,ततः,महीपालः,visarga,15671.0
12232,सूतो वा,सूतः,वा,visarga,15673.0
12233,यो वा,यः,वा,visarga,15674.0
12234,उल्लङ्घनमेव,उल्लङ्घनम्,एव,consonant,15676.0
12235,आरब्धमेव,आरब्धम्,एव,consonant,15679.0
12236,शौर्यमेव,शौर्यम्,एव,consonant,15680.0
12237,तद् अनुक्षणम्,तत्,अनुक्षणम्,consonant,15681.0
12238,स अर्जुनम्,सः,अर्जुनम्,visarga,15682.0
12239,निष्कारणमेकं,निष्कारणम्,एकं,consonant,15683.0
12240,त्वमगमः,त्वम्,अगमः,consonant,15684.0
12241,कथमभववत्,कथम्,अभवत्,consonant,15685.0
12242,शापो न,शापः,न,visarga,15686.0
12243,तद् धनुः,तत्,धनुः,consonant,15687.0
12244,अग्रतो स्थित्वा,अग्रतः,स्थित्वा,visarga,15690.0
12245,रावणोपि,रावणः,अपि,visarga,15691.0
12246,रावणस्तपसः,रावणः,तपसः,visarga,15692.0
12247,प्रसिद्धिरेव,प्रसिद्धिः,एव,visarga,15693.0
12248,वयमिदानीं,वयम्,इदानीं,consonant,15695.0
12249,अस्तीति,अस्ति,इति,vowel,15696.0
12250,मन्दिरमागतं,मन्दिरम्,आगतं,consonant,15698.0
12251,त्रयो वा,त्रयः,वा,visarga,15700.0
12252,श्रीरामस्तु,श्रीरामः,तु,visarga,15701.0
12253,बलमहं,बलम्,अहं,consonant,15702.0
12254,श्रीरामो वा,श्रीरामः,वा,visarga,15703.0
12255,कियद् वीर्यं,कियत्,वीर्यं,consonant,15704.0
12256,घ्राणमिति,घ्राणम्,इति,consonant,15706.0
12257,वशमेव,वशम्,एव,consonant,15707.0
12258,उन्मत्त इति,उन्मत्तः,इति,visarga,15708.0
12259,सत्यमाश्रित्य,सत्यम्,आश्रित्य,consonant,15709.0
12260,ज्येष्ठो भ्राता,ज्येष्ठः,भ्राता,visarga,15710.0
12261,वैकल्यमिति,वैकल्यम्,इति,consonant,15715.0
12262,वचनमिति,वचनम्,इति,consonant,15717.0
12263,अवकाशो भवति,अवकाशः,भवति,visarga,15719.0
12264,प्रथममेकम्,प्रथमम्,एकम्,consonant,15720.0
12265,अन्यत्रापि,अन्यत्र,अपि,vowel,15721.0
12266,हितमेव,हितम्,एव,consonant,15723.0
12267,औदार्यमेव,औदार्यम्,एव,consonant,15726.0
12268,बालोपि,बालः,अपि,visarga,15728.0
12269,लक्ष्मणमपि,लक्ष्मणम्,अपि,consonant,15729.0
12270,रामचन्द्र अहं,रामचन्द्रः,अहं,visarga,15733.0
12271,व्याकरणमनेन,व्याकरणम्,अनेन,consonant,15735.0
12272,वनमागत्य,वनम्,आगत्य,consonant,15737.0
12273,आभरणमिव,आभरणम्,इव,consonant,15739.0
12274,निलय इति,निलयः,इति,visarga,15740.0
12275,कथमभयं,कथम्,अभयं,consonant,15741.0
12276,रामो द्विः,रामः,द्विः,visarga,15742.0
12277,वयमेकत्र,वयम्,एकत्र,consonant,15743.0
12278,मांसमेव,मांसम्,एव,consonant,15745.0
12279,ग्लानिर्भवति,ग्लानिः,भवति,visarga,15747.0
12280,उग्रसेन इति,उग्रसेनः,इति,visarga,15748.0
12281,तद् दिनम्,तत्,दिनम्,consonant,15750.0
12282,कृष्णो यत्र,कृष्णः,यत्र,visarga,15754.0
12283,श्रीर्विजयो भूतिर्ध्रुवा,श्रीः,विजयः,visarga,15755.0
12284,भूतिर्ध्रुवा,भूतिः,ध्रुवा,visarga,15756.0
12285,नीतिर्मतिर्मम,नीतिः,मतिः,visarga,15757.0
12286,याचको भूत्वा,याचकः,भूत्वा,visarga,15758.0
12287,ततोऽनवरतं,ततः,अनवरतं,visarga,15759.0
12288,तथाऽस्तु,तथा,अस्तु,vowel,15762.0
12289,पुत्रो भावी,पुत्रः,भावी,visarga,15764.0
12290,गर्भोऽजनि,गर्भः,अजनि,visarga,15765.0
12291,सुमतिरिति,सुमतिः,इति,visarga,15766.0
12292,वन्ध्येति,वन्ध्या,इति,vowel,15768.0
12293,प्रीतिरस्ति,प्रीतिः,अस्ति,visarga,15770.0
12294,चोऽसौ,च,असौ,vowel,15772.0
12295,स नरोऽपि,सः,नरः,visarga,15774.0
12296,नरोऽपि,नरः,अपि,visarga,15775.0
12297,कस्तेऽपराधश्च,कः,ते,consonant,15777.0
12298,स नरः,सः,नरः,visarga,15778.0
12299,कौतुकमस्ति,कौतुकम्,अस्ति,consonant,15779.0
12300,तत्राऽवसम्,तत्र,अवसम्,vowel,15781.0
12301,अथाऽन्यदा,अथ,अन्यदा,vowel,15782.0
12302,तत्राऽऽगत्य,तत्र,आगत्य,vowel,15783.0
12303,दत्तोऽस्ति,दत्तः,अस्ति,visarga,15784.0
12304,सहाऽऽलोच्य,सह,आलोच्य,vowel,15785.0
12305,साधारणस्तु,साधारणः,तु,visarga,15787.0
12306,अथाऽहं,अथ,अहं,vowel,15788.0
12307,क्वचिच्च,क्वचित्,च,consonant,15790.0
12308,इदमवोचत्,इदम्,अवोचत्,consonant,15792.0
12309,सुन्दरोऽजनि,सुन्दरः,अजनि,visarga,15793.0
12310,मयाऽङ्गीकृतम्,मया,अङ्गीकृतम्,vowel,15795.0
12311,पुरमस्ति,पुरम्,अस्ति,consonant,15796.0
12312,तत्राऽहं,तत्र,अहं,vowel,15797.0
12313,ममोपमाता,मम,उपमाता,vowel,15799.0
12314,चाऽस्य,च,अस्य,vowel,15801.0
12315,कश्चिदन्योऽपि,कश्चित्,अन्यः,consonant,15802.0
12316,पुरो गत्वा,पुरः,गत्वा,visarga,15806.0
12317,तन्निशम्य,तत्,निशम्य,consonant,15807.0
12318,तथैवोक्तं,तथैव,उक्तं,vowel,15809.0
12319,उपाध्यायोऽवोचत्,उपाध्यायः,अवोचत्,visarga,15810.0
12320,स यदि,सः,यदि,visarga,15812.0
12321,मैत्रीव,मैत्री,इव,vowel,15814.0
12322,सोप्युवाच,सः,अपि,consonant,15817.0
12323,नाऽऽगतम्,न,आगतम्,vowel,15818.0
12324,विदुर आह,विदुरः,आह,visarga,15820.0
12325,स पुमान्,सः,पुमान्,visarga,15824.0
12326,व्रतमादाय,व्रतम्,आदाय,consonant,15827.0
12327,बाल उवाच,बालः,उवाच,visarga,15829.0
12328,किञ्चिदप्यवोचत्,किञ्चित्,अपि,consonant,15830.0
12329,यो यः,यः,यः,visarga,15831.0
12330,भटोऽस्ति,भटः,अस्ति,visarga,15835.0
12331,प्रेरितो यथा,प्रेरितः,यथा,visarga,15839.0
12332,सत्पुरुषोऽस्ति,सत्पुरुषः,अस्ति,visarga,15840.0
12333,छायाऽपि,छाया,अपि,vowel,15842.0
12334,दुर्जनो दूरत दूरत एव,दुर्जनः,दूरतः,visarga,15846.0
12335,त्याज्य इति,त्याज्यः,इति,visarga,15847.0
12336,पक्षो बलवान्,पक्षः,बलवान्,visarga,15849.0
12337,विचक्षणाऽपि,विचक्षणा,अपि,vowel,15851.0
12338,चत्वारोऽपि,चत्वारः,अपि,visarga,15852.0
12339,विचक्षणाऽप्यहमिव,विचक्षणा,अपि,consonant,15854.0
12340,एष द्वितीयो द्वितीयो मुग्धस्तु,एषः,द्वितीयः,visarga,15855.0
12341,मुग्धस्तु,मुग्धः,तु,visarga,15856.0
12342,पश्चात्तापश्च,पश्चात्तापः,च,visarga,15857.0
12343,कथमेषा,कथम्,एषा,consonant,15861.0
12344,गुरुराह,गुरुः,आह,visarga,15862.0
12345,तदैषा,तदा,एषा,vowel,15863.0
12346,ततोऽत्र,ततः,अत्र,visarga,15864.0
12347,अथैवं,अथ,एवं,vowel,15866.0
12348,महानन्यायः,महान्,अन्यायः,consonant,15867.0
12349,इत्येवं,इति,एवं,vowel,15868.0
12350,तदज्ञानं,तत्,अज्ञानं,consonant,15873.0
12351,अतोऽतः,अतः,अतः,visarga,15876.0
12352,यतस्तत्पापं,यतः,तत्,consonant,15877.0
12353,प्रविष्टस्तत्र,प्रविष्टः,तत्र,visarga,15881.0
12354,स्थितोऽस्ति,स्थितः,अस्ति,visarga,15882.0
12355,व्यथाऽस्ति,व्यथा,अस्ति,vowel,15885.0
12356,नाऽन्यत्र,न,अन्यत्र,vowel,15886.0
12357,रुष्टो बालः,रुष्टः,बालः,visarga,15889.0
12358,तेऽपराध्यतीति,ते,अपराध्यति,vowel,15891.0
12359,विद्याधरस्तु,विद्याधरः,तु,visarga,15892.0
12360,प्रवृत्तस्तावत्,प्रवृत्तः,तावत्,visarga,15893.0
12361,हरिश्चन्द्रो राजाऽस्ति,हरिश्चन्द्रः,राजा,consonant,15894.0
12362,राजाऽस्ति,राजा,अस्ति,vowel,15895.0
12363,वयस्योऽस्ति,वयस्यः,अस्ति,visarga,15896.0
12364,दत्ताऽस्ति,दत्ता,अस्ति,vowel,15897.0
12365,बालोऽयमिति,बालः,अयम्,consonant,15900.0
12366,ततोऽद्य,ततः,अद्य,visarga,15901.0
12367,यतो यदा,यतः,यदा,visarga,15903.0
12368,पुनरसौ,पुनः,असौ,visarga,15904.0
12369,विदन्नपि,विदन्,अपि,consonant,15906.0
12370,कथितश्च,कथितः,च,visarga,15907.0
12371,पतितो बालः,पतितः,बालः,visarga,15910.0
12372,परमो धर्मः,परमः,धर्मः,visarga,15912.0
12373,ईदृग् विधस्त्वहं,ईदृक्,विधः,consonant,15913.0
12374,विधस्त्वहं,विधः,तु,consonant,15914.0
12375,पुनर्गुरुराह,पुनः,गुरुः,visarga,15915.0
12376,मद्भ्राता,मत्,भ्राता,consonant,15917.0
12377,स जघन्यः,सः,जघन्यः,visarga,15919.0
12378,बालो यदित्थं,बालः,यत्,consonant,15921.0
12379,यदित्थं,यत्,इत्थं,consonant,15922.0
12380,जायतेऽस्येति,जायते,अस्य,vowel,15923.0
12381,भिन्न एव,भिन्नः,एव,visarga,15926.0
12382,किमनेनेत्थं,किम्,अनेन,consonant,15927.0
12383,तदत्र,तत्,अत्र,consonant,15931.0
12384,भवदग्रे,भवत्,अग्रे,consonant,15933.0
12385,अतोऽधुना,अतः,अधुना,visarga,15934.0
12386,राजाऽऽह,राजा,आह,vowel,15938.0
12387,त्वत्र,तु,अत्र,vowel,15942.0
12388,राजाऽसि,राजा,असि,vowel,15943.0
12389,अनुमोदनैव,अनुमोदना,एव,vowel,15944.0
12390,मनोरथो महानस्ति,मनोरथः,महान्,consonant,15945.0
12391,महानस्ति,महान्,अस्ति,consonant,15946.0
12392,मौनमाधाय,मौनम्,आधाय,consonant,15948.0
12393,महोत्सवस्तु,महोत्सवः,तु,visarga,15949.0
12394,सत्कृतो मनीषी,सत्कृतः,मनीषी,visarga,15951.0
12395,तत्राऽऽस्ते,तत्र,आस्ते,vowel,15952.0
12396,विधायाऽनेन,विधाय,अनेन,vowel,15954.0
12397,पुनर्मन्त्री,पुनः,मन्त्री,visarga,15955.0
12398,युक्तमस्य,युक्तम्,अस्य,consonant,15958.0
12399,ततो यदि,ततः,यदि,visarga,15959.0
12400,येनेह,येन,इह,vowel,15961.0
12401,प्राप्तो मनीषी,प्राप्तः,मनीषी,visarga,15962.0
12402,मयोक्तं,मया,उक्तं,vowel,15966.0
12403,सहाऽनिशं,सह,अनिशं,vowel,15968.0
12404,हेय इति,हेयः,इति,visarga,15969.0
12405,विदुरस्तु,विदुरः,तु,visarga,15972.0
12406,अत्रायातीति,अत्र,आयाति,vowel,15974.0
12407,चाऽन्योऽन्यं,च,अन्योन्यं,vowel,15975.0
12408,एकदाऽहं,एकदा,अहं,vowel,15979.0
12409,सचिवोऽस्ति,सचिवः,अस्ति,visarga,15980.0
12410,वाच्येति,वाच्य,इति,vowel,15981.0
12411,तेनागत्य,तेन,आगत्य,vowel,15982.0
12412,धैर्यमित्यादि,धैर्यम्,इत्यादि,consonant,15985.0
12413,मत्तोऽपि,मत्तः,अपि,visarga,15986.0
12414,मनस्याधाय,मनसि,आधाय,vowel,15987.0
12415,निर्गतोऽहं,निर्गतः,अहं,visarga,15988.0
12416,रत्नवत्यपि,रत्नवती,अपि,vowel,15990.0
12417,मिलित इति,मिलितः,इति,visarga,15992.0
12418,प्रमुदितोऽहं,प्रमुदितः,अहं,visarga,15994.0
12419,सम्भूयाऽग्रे,सम्भूय,अग्रे,vowel,15996.0
12420,कोलाहलोऽजनि,कोलाहलः,अजनि,visarga,15998.0
12421,ममाभिमुखं,मम,अभिमुखं,vowel,16000.0
12422,सम्यगद्य,सम्यक्,अद्य,consonant,16002.0
12423,त्वद्यप्रभृति,तु,अद्यप्रभृति,vowel,16003.0
12424,सेवकोऽस्मीति,सेवकः,अस्मि,consonant,16004.0
12425,मामित्युवाच,माम्,इति,consonant,16005.0
12426,विभाकरोऽपि,विभाकरः,अपि,visarga,16009.0
12427,मृगयासक्तं,मृगया,आसक्तं,vowel,16011.0
12428,युवामपि,युवाम्,अपि,consonant,16012.0
12429,प्रसृतश्च,प्रसृतः,च,visarga,16016.0
12430,अथैकदाऽहं,अथ,एकदा,vowel,16017.0
12431,पुनरागत्य,पुनः,आगत्य,visarga,16018.0
